Time,Open,High,Low,Latest,Change,%Change,Volume
2002-04-25,10.3088,10.3215,10.1573,10.2791,-0.0344,-0.33%,0
2002-04-26,10.2802,10.3225,10.2236,10.2265,-0.0526,-0.51%,0
2002-04-29,10.2353,10.2634,10.2002,10.2051,-0.0214,-0.21%,0
2002-04-30,10.2203,10.2974,10.1982,10.2436,0.0385,+0.38%,0
2002-05-01,10.2503,10.2825,10.1926,10.2252,-0.0184,-0.18%,0
2002-05-02,10.2165,10.2803,10.1949,10.2499,0.0247,+0.24%,0
2002-05-03,10.2474,10.273,10.0961,10.1168,-0.1331,-1.30%,0
2002-05-06,10.1286,10.163,10.0982,10.1265,0.0097,+0.10%,0
2002-05-07,10.1189,10.2841,10.1122,10.2422,0.1157,+1.14%,0
2002-05-08,10.2488,10.3014,10.2302,10.2772,0.035,+0.34%,0
2002-05-09,10.2862,10.2967,10.2175,10.2462,-0.031,-0.30%,0
2002-05-10,10.2457,10.257,10.1949,10.2127,-0.0335,-0.33%,0
2002-05-13,10.2243,10.2817,10.1983,10.2481,0.0354,+0.35%,0
2002-05-14,10.2511,10.2859,10.2222,10.2417,-0.0064,-0.06%,0
2002-05-15,10.2438,10.2587,10.1186,10.1247,-0.117,-1.14%,0
2002-05-16,10.1309,10.163,10.1031,10.1133,-0.0114,-0.11%,0
2002-05-17,10.1279,10.132,9.9859,10.0058,-0.1075,-1.06%,0
2002-05-20,10.0125,10.0352,9.9675,9.9798,-0.026,-0.26%,0
2002-05-21,9.9938,10.0245,9.9525,9.9728,-0.007,-0.07%,0
2002-05-22,9.9772,10.0136,9.8519,9.8638,-0.109,-1.09%,0
2002-05-23,9.8667,9.9345,9.8559,9.8976,0.0338,+0.34%,0
2002-05-24,9.9006,9.9338,9.889,9.913,0.0154,+0.16%,0
2002-05-27,9.9163,9.9522,9.9032,9.9245,0.0115,+0.12%,0
2002-05-28,9.9272,9.9382,9.8433,9.8597,-0.0648,-0.65%,0
2002-05-29,9.8645,9.8754,9.7567,9.7716,-0.0881,-0.89%,0
2002-05-30,9.7989,9.8015,9.6895,9.7373,-0.0343,-0.35%,0
2002-05-31,9.7364,9.7852,9.7001,9.7598,0.0225,+0.23%,0
2002-06-03,9.733,9.781,9.6826,9.6905,-0.0693,-0.71%,0
2002-06-04,9.6764,9.715,9.651,9.6903,-0.0002,0.00%,0
2002-06-05,9.7155,9.775,9.6821,9.7213,0.031,+0.32%,0
2002-06-06,9.7169,9.7683,9.6663,9.692,-0.0293,-0.30%,0
2002-06-07,9.6816,9.7839,9.6753,9.7685,0.0765,+0.79%,0
2002-06-10,9.777,9.812,9.6649,9.7265,-0.042,-0.43%,0
2002-06-11,9.7217,9.74,9.6623,9.6664,-0.0601,-0.62%,0
2002-06-12,9.662,9.7127,9.6483,9.7011,0.0347,+0.36%,0
2002-06-13,9.704,9.7275,9.6668,9.6982,-0.0029,-0.03%,0
2002-06-14,9.7033,9.7218,9.6361,9.6603,-0.0379,-0.39%,0
2002-06-17,9.6679,9.6716,9.5799,9.58,-0.0803,-0.83%,0
2002-06-18,9.5713,9.5927,9.5273,9.5318,-0.0482,-0.50%,0
2002-06-19,9.5253,9.5378,9.4721,9.4844,-0.0474,-0.50%,0
2002-06-20,9.4801,9.4968,9.3733,9.3789,-0.1055,-1.11%,0
2002-06-21,9.3868,9.3969,9.3116,9.3336,-0.0453,-0.48%,0
2002-06-24,9.3365,9.3507,9.253,9.3296,-0.004,-0.04%,0
2002-06-25,9.3232,9.3587,9.2613,9.2764,-0.0532,-0.57%,0
2002-06-26,9.2736,9.2755,9.1506,9.2454,-0.031,-0.33%,0
2002-06-27,9.2567,9.2638,9.1824,9.1877,-0.0577,-0.62%,0
2002-06-28,9.1902,9.2284,9.1192,9.1584,-0.0293,-0.32%,0
2002-07-01,9.1624,9.2174,9.1115,9.203,0.0446,+0.49%,0
2002-07-02,9.1651,9.2659,9.1637,9.2095,0.0065,+0.07%,0
